Date,Total cases,Total deaths,Total recovered,Active cases
2022-02-10,2975422,32074,2829180,114168
2022-02-11,2996361,32098,2834987,129276
2022-02-12,3019163,32113,2840429,146621
2022-02-13,3040235,32124,2846153,161958
2022-02-14,3061550,32148,2854670,174732
2022-02-15,3083683,32179,2862254,189250
2022-02-16,3111514,32200,2870166,209148
2022-02-17,3138215,32239,2881910,224066
2022-02-18,3166023,32275,2894398,239350
2022-02-19,3194848,32309,2912912,249627
2022-02-20,3221680,32346,2931371,257963
2022-02-21,3246779,32389,2949120,265270
2022-02-22,3273958,32432,2968157,273369
2022-02-23,3305157,32487,2988556,284114
2022-02-24,3337227,32533,3011888,292806
2022-02-25,3367871,32590,3034566,300715
2022-02-26,3395170,32633,3057276,305261
2022-02-27,3419636,32673,3079986,306977
2022-02-28,3442736,32748,3110610,299378
2022-03-01,3468590,32826,3136158,299606
2022-03-02,3496090,32941,3136158,326991
2022-03-03,3528557,33027,3163787,331743
2022-03-04,3561766,33105,3190139,338522
2022-03-05,3595172,33172,3217282,344718
2022-03-06,3622607,33227,3247617,341763
2022-03-07,3649463,33304,3278343,337816
2022-03-08,3680953,33383,3307378,340192
2022-03-09,3711199,33496,3334031,343672
2022-03-10,3741986,33566,3360488,347932
2022-03-11,3774786,33642,3384932,356212
2022-03-12,3801036,33719,3410021,357296
2022-03-13,3823571,33806,3435377,354388
2022-03-14,3845601,33898,3469249,342454
2022-03-15,3872135,33993,3500483,337659
2022-03-16,3900433,34098,3533492,332843
2022-03-17,3927437,34184,3562942,330311
2022-03-18,3951678,34243,3589557,327878
2022-03-19,3974019,34328,3622904,316787
2022-03-20,3993124,34399,3651154,307571
2022-03-21,4010952,34462,3679157,297333
2022-03-22,4032435,34535,3711718,286182
2022-03-23,4054926,34600,3737952,282374
2022-03-24,4079242,34664,3763464,281114
2022-03-25,4101081,34716,3763464,302901
2022-03-26,4122004,34750,3788931,298323
2022-03-27,4138867,34787,3815102,288978
2022-03-28,4152203,34841,3840654,276708
2022-03-29,4167418,34905,3840654,291859
2022-03-30,4183359,34938,3861840,286581
2022-03-31,4201919,34982,3880093,286844
2022-04-01,4219395,35012,3897414,286969
2022-04-02,4234087,35068,3917797,281222
2022-04-03,4246467,35098,3938432,272937
2022-04-04,4256469,35126,3961734,259609
2022-04-05,4268486,35159,3982165,251162
2022-04-06,4280591,35191,4003194,242206
2022-04-07,4292585,35227,4019797,237561
2022-04-08,4307529,35258,4033842,238429
2022-04-09,4317706,35279,4048974,233453
2022-04-10,4325818,35291,4064739,225788
2022-04-11,4333557,35310,4083788,214459
2022-04-12,4342559,35340,4100774,206445
2022-04-13,4352611,35362,4116667,200582
2022-04-14,4363024,35380,4129869,197775
2022-04-15,4372697,35396,4144136,193165
2022-04-16,4382402,35408,4158482,188512
2022-04-17,4389025,35420,4169715,183890
2022-04-18,4396165,35436,4184138,176591
2022-04-19,4402234,35448,4194757,172029
2022-04-20,4409202,35464,4203024,170714
2022-04-21,4415101,35469,4211458,168174
2022-04-22,4421443,35481,4220569,165393
2022-04-23,4427067,35490,4230610,160967
2022-04-24,4431073,35498,4240833,154742
2022-04-25,4433551,35506,4250048,147997
2022-04-26,4436912,35519,4259532,141861
2022-04-27,4440383,35525,4266432,138426
2022-04-28,4443318,35535,4274017,133766
2022-04-29,4445897,35541,4280072,130284
2022-04-30,4448004,35546,4286962,125496
2022-05-01,4449507,35549,4292801,121157
2022-05-02,4450859,35554,4298875,116430
2022-05-03,4451781,35563,4304395,111823
2022-05-04,4452835,35566,4308502,108767
2022-05-05,4454113,35568,4311101,107444
2022-05-06,4455364,35575,4313700,106089
2022-05-07,4456736,35578,4317310,103848
2022-05-08,4458889,35582,4320179,103128
2022-05-09,4461135,35583,4322612,102940
2022-05-10,4463740,35589,4324626,103525
2022-05-11,4467061,35597,4326042,105422
2022-05-12,4470471,35601,4327472,107398
2022-05-13,4473500,35606,4328588,109306
2022-05-14,4475873,35611,4329928,110334
2022-05-15,4478112,35614,4331191,111307
2022-05-16,4479809,35619,4332739,111451
2022-05-17,4481278,35622,4334575,111081
2022-05-18,4483295,35629,4337123,110543
2022-05-19,4485419,35632,4339426,110361
2022-05-20,4487482,35637,4342044,109801
2022-05-21,4489503,35640,4345206,108657
2022-05-22,4491320,35642,4348595,107083
2022-05-23,4492864,35644,4351500,105720
2022-05-24,4494782,35646,4353624,105512
2022-05-25,4497212,35652,4355816,105744
2022-05-26,4499057,35655,4357641,105761
2022-05-27,4500934,35657,4359321,105956
2022-05-28,4502579,35659,4361130,105790
2022-05-29,4503734,35664,4363105,104965
2022-05-30,4505059,35668,4365040,104351
2022-05-31,4506510,35675,4367111,103724
2022-06-01,4508319,35677,4369022,103620
2022-06-02,4510196,35679,4370737,103780
2022-06-03,4512040,35680,4372742,103618
2022-06-04,4513631,35685,4374927,103019
2022-06-05,4514989,35687,4376547,102755
2022-06-06,4516319,35689,4378428,102202
2022-06-07,4517447,35698,4379975,101774
2022-06-08,4518965,35704,4381100,102161
2022-06-09,4520852,35707,4382499,102646
2022-06-10,4523018,35708,4383987,103323
2022-06-11,4524727,35710,4385733,103284
2022-06-12,4526298,35711,4387620,102967
2022-06-13,4528390,35715,4389496,103179
2022-06-14,4530312,35719,4391060,103533
2022-06-15,4532632,35724,4392450,104458
2022-06-16,4534665,35729,4393787,105149
2022-06-17,4536795,35730,4394867,106198
2022-06-18,4538922,35731,4396257,106934
2022-06-19,4540612,35731,4398365,106516
2022-06-20,4542705,35734,4400447,106524
2022-06-21,4544626,35736,4402163,106727
2022-06-22,4547051,35740,4403713,107598
2022-06-23,4549847,35741,4406216,107890
2022-06-24,4552359,35744,4407796,108819
2022-06-25,4554661,35744,4410335,108582
2022-06-26,4556664,35745,4412196,108723
2022-06-27,4558558,35753,4414140,108665
2022-06-28,4560583,35757,4416507,108319
2022-06-29,4563188,35762,4418140,109286
2022-06-30,4566055,35764,4420285,110006
2022-07-01,4568828,35770,4422269,110789
2022-07-02,4571355,35770,4424628,110957
2022-07-03,4573891,35775,4427751,110365
2022-07-04,4575809,35783,4430072,109954
2022-07-05,4578741,35786,4432364,110591
2022-07-06,4582302,35791,4434399,112112
2022-07-07,4586322,35794,4436117,114411
2022-07-08,4589911,35800,4438341,115770
2022-07-09,4592710,35808,4441007,115895
2022-07-10,4595974,35810,4443710,116454
2022-07-11,4598391,35815,4446246,116330
2022-07-12,4600736,35818,4448630,116288
2022-07-13,4604670,35827,4451377,117466
2022-07-14,4608768,35835,4453448,119485
2022-07-15,4613998,35843,4456375,121780
2022-07-16,4619045,35847,4460145,123053
2022-07-17,4622981,35854,4464044,123083
2022-07-18,4626061,35861,4467443,122757
2022-07-19,4629963,35869,4470378,123716
2022-07-20,4635648,35877,4473715,126056
2022-07-21,4640235,35887,4476367,127981
2022-07-22,4644115,35901,4478974,129240
2022-07-23,4648931,35910,4482902,130119
2022-07-24,4651651,35913,4486914,128824
2022-07-25,4654951,35922,4492141,126888
2022-07-26,4659710,35931,4496947,126832
2022-07-27,4664213,35941,4500794,127478
2022-07-28,4668139,35945,4504336,127858
2022-07-29,4672999,35955,4508172,128872
2022-07-30,4677270,35959,4513725,127586
2022-07-31,4680053,35968,4518207,125878
2022-08-01,4683266,35976,4522054,125236
2022-08-02,4687470,35984,4526636,124850
2022-08-03,4692800,35994,4529711,127095
2022-08-04,4697213,36002,4533105,128106
2022-08-05,4701140,36008,4538054,127078
2022-08-06,4705824,36019,4542329,127476
